congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,P000096,Pascrell,NJ,9,Democrat,176,0.125,0.1479794,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,83,0.0240963855421687,0.04895423,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,125,0.176,0.12884987,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.208791208791209,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,34,0.0882352941176471,0.07514047,-77.5
0,house,P000258,Peterson,MN,7,Democrat,174,0.471264367816092,0.95074945,30.8
115,house,P000258,Peterson,MN,7,D,91,0.67032967032967,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,83,0.253012048192771,0.95551071,30.8
0,house,P000523,Price,NC,4,Democrat,179,0.122905027932961,0.1286194,-40
115,house,P000523,Price,NC,4,D,95,0.189473684210526,0.20384318,-40
116,house,P000523,Price,NC,4,D,84,0.0476190476190476,0.0435449,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.89247311827957,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.89247311827957,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.923076923076923,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.923076923076923,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,178,0.174157303370787,0.27322187,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.284210526315789,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,83,0.0481927710843374,0.08032535,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,176,0.102272727272727,0.23718983,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.182795698924731,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,83,0.0120481927710843,0.06144587,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.170454545454545,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.170454545454545,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,177,0.898305084745763,0.91369149,20.7
115,house,P000599,Posey,FL,8,R,93,0.89247311827957,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,84,0.904761904761905,0.89540052,20.7
0,house,P000601,Palazzo,MS,4,Republican,168,0.970238095238095,0.95725469,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.956521739130435,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,76,0.986842105263158,0.96181414,41.2
0,house,P000604,Payne,NJ,10,Democrat,162,0.0802469135802469,0.08491894,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.114942528735632,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,75,0.04,0.03850281,-72.4
0,house,P000605,Perry,PA,10,Republican,177,0.903954802259887,0.7760935,8.9
115,house,P000605,Perry,PA,4,R,95,0.852631578947368,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,82,0.963414634146341,0.59698179,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,170,0.0941176470588235,0.13376759,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.127906976744186,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,84,0.0595238095238095,0.04506384,-36.8
0,house,P000608,Peters,CA,52,Democrat,177,0.203389830508475,0.18292095,-22.5
115,house,P000608,Peters,CA,52,D,94,0.351063829787234,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,83,0.036144578313253,0.05736339,-22.5
0,house,P000609,Palmer,AL,6,Republican,177,0.943502824858757,0.96517804,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,83,0.963855421686747,0.97102497,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,180,0.172222222222222,0.11727665,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,84,0.0476190476190476,0.04073509,-47.2
0,house,P000614,Pappas,NH,1,Democrat,84,0.0595238095238095,0.2980876,1.6
116,house,P000614,Pappas,NH,1,D,84,0.0595238095238095,0.2980876,1.6
0,house,P000615,Pence,IN,6,Republican,83,1,0.96184682,40.3
116,house,P000615,Pence,IN,6,R,83,1,0.96184682,40.3
0,house,P000616,Phillips,MN,3,Democrat,84,0.0476190476190476,0.09767622,-9.4
116,house,P000616,Phillips,MN,3,D,84,0.0476190476190476,0.09767622,-9.4
0,house,P000617,Pressley,MA,7,Democrat,84,0.0833333333333333,0.03441381,-72.2
116,house,P000617,Pressley,MA,7,D,84,0.0833333333333333,0.03441381,-72.2
0,house,P000618,Porter,CA,45,Democrat,83,0.0481927710843374,0.13784491,-5.4
116,house,P000618,Porter,CA,45,D,83,0.0481927710843374,0.13784491,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,176,0.147727272727273,0.11628432,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.236559139784946,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,83,0.0481927710843374,0.04143592,-46.6
0,house,R000395,Rogers,KY,5,Republican,173,0.971098265895954,0.95583633,62.1
115,house,R000395,Rogers,KY,5,R,89,0.98876404494382,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,84,0.952380952380952,0.96926381,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.842105263157895,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.842105263157895,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.707865168539326,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.707865168539326,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,177,0.101694915254237,0.0976828,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.159574468085106,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,83,0.036144578313253,0.03536138,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.978947368421053,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.978947368421053,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,152,0.0986842105263158,0.11477181,-54
115,house,R000515,Rush,IL,1,D,71,0.154929577464789,0.20004953,-54
116,house,R000515,Rush,IL,1,D,81,0.0493827160493827,0.0400222,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.954545454545455,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.954545454545455,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,173,0.965317919075145,0.95065215,33
115,house,R000575,Rogers,AL,3,R,96,0.958333333333333,0.94868333,33
116,house,R000575,Rogers,AL,3,R,77,0.974025974025974,0.95310678,33
0,house,R000576,Ruppersberger,MD,2,Democrat,179,0.184357541899441,0.17447148,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.305263157894737,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,84,0.0476190476190476,0.05435213,-24.4
0,house,R000577,Ryan,OH,13,Democrat,165,0.157575757575758,0.37330492,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.231578947368421,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,70,0.0571428571428571,0.13025166,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.924731182795699,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.924731182795699,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.946808510638298,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.946808510638298,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,178,0.960674157303371,0.9572602,57
115,house,R000582,Roe,TN,1,R,96,0.958333333333333,0.94844087,57
116,house,R000582,Roe,TN,1,R,82,0.963414634146341,0.96758526,57
0,house,R000583,Rooney,FL,17,Republican,88,0.977272727272727,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.977272727272727,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,173,0.890173410404624,0.84818604,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,82,0.804878048780488,0.79637744,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.943820224719101,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.943820224719101,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,167,0.101796407185629,0.10198314,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.149425287356322,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,80,0.05,0.04085465,-52.4
0,house,R000591,Roby,AL,2,Republican,170,0.952941176470588,0.95117779,31.9
115,house,R000591,Roby,AL,2,R,95,0.957894736842105,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,75,0.946666666666667,0.95591023,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.903225806451613,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.903225806451613,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.978260869565217,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.978260869565217,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,177,0.949152542372881,0.89950563,18.9
115,house,R000597,Rice,SC,7,R,95,0.947368421052632,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,82,0.951219512195122,0.87519606,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.885416666666667,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.885416666666667,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,179,0.217877094972067,0.31540268,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.368421052631579,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,84,0.0476190476190476,0.10202552,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,161,0.925465838509317,0.96211083,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.905263157894737,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,66,0.954545454545455,0.97524693,53.6
0,house,R000602,Rice,NY,4,Democrat,175,0.177142857142857,0.30176727,-9.6
115,house,R000602,Rice,NY,4,D,93,0.301075268817204,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,82,0.0365853658536585,0.098295950000000007,-9.6
0,house,R000603,Rouzer,NC,7,Republican,178,0.921348314606742,0.88648902,17.7
115,house,R000603,Rouzer,NC,7,R,94,0.914893617021277,0.91409397,17.7
116,house,R000603,Rouzer,NC,7,R,84,0.928571428571429,0.85559776,17.7
0,house,R000604,Russell,OK,5,Republican,95,0.936842105263158,0.88664489,13.4
115,house,R000604,Russell,OK,5,R,95,0.936842105263158,0.88664489,13.4
0,house,R000606,Raskin,MD,8,Democrat,179,0.0949720670391061,0.14016703,-34.4
115,house,R000606,Raskin,MD,8,D,95,0.136842105263158,0.2231116,-34.4
116,house,R000606,Raskin,MD,8,D,84,0.0476190476190476,0.04636067,-34.4
0,house,R000607,Rooney,FL,19,Republican,146,0.89041095890411,0.93104186,22.1
115,house,R000607,Rooney,FL,19,R,93,0.956989247311828,0.93148539,22.1
116,house,R000607,Rooney,FL,19,R,53,0.773584905660377,0.9302636,22.1
115,house,R000608,Rosen,NV,3,D,93,0.43010752688172,0.71305746,1
0,house,R000609,Rutherford,FL,4,Republican,171,0.976608187134503,0.94392992,28
115,house,R000609,Rutherford,FL,4,R,90,0.988888888888889,0.94597762,28
116,house,R000609,Rutherford,FL,4,R,81,0.962962962962963,0.94165469,28
0,house,R000610,Reschenthaler,PA,14,Republican,82,0.951219512195122,0.94337521,29
116,house,R000610,Reschenthaler,PA,14,R,82,0.951219512195122,0.94337521,29
0,house,R000611,Riggleman,VA,5,Republican,82,0.939024390243902,0.68180701,11.1
116,house,R000611,Riggleman,VA,5,R,82,0.939024390243902,0.68180701,11.1
0,house,R000612,Rose,TN,6,Republican,80,0.975,0.96410927,48.9
116,house,R000612,Rose,TN,6,R,80,0.975,0.96410927,48.9
0,house,R000613,Rose,NY,11,Democrat,83,0.072289156626506,0.63225127,9.8
116,house,R000613,Rose,NY,11,D,83,0.072289156626506,0.63225127,9.8
0,house,R000614,Roy,TX,21,Republican,78,0.935897435897436,0.65564946,10
116,house,R000614,Roy,TX,21,R,78,0.935897435897436,0.65564946,10
0,house,R000616,Rouda,CA,48,Democrat,83,0.0481927710843374,0.20442168,-1.7
116,house,R000616,Rouda,CA,48,D,83,0.0481927710843374,0.20442168,-1.7
0,house,S000051,Sanford,SC,1,Republican,96,0.708333333333333,0.88456487,13.1
115,house,S000051,Sanford,SC,1,R,96,0.708333333333333,0.88456487,13.1
0,house,S000185,Scott,VA,3,Democrat,179,0.128491620111732,0.14722884,-31.7
115,house,S000185,Scott,VA,3,D,95,0.2,0.2349397,-31.7
116,house,S000185,Scott,VA,3,D,84,0.0476190476190476,0.04803204,-31.7
0,house,S000244,Sensenbrenner,WI,5,Republican,168,0.880952380952381,0.91038698,20.1
115,house,S000244,Sensenbrenner,WI,5,R,96,0.875,0.925617,20.1
116,house,S000244,Sensenbrenner,WI,5,R,72,0.888888888888889,0.8900803,20.1
0,house,S000248,Serrano,NY,15,Democrat,169,0.100591715976331,0.08791389,-88.9
115,house,S000248,Serrano,NY,15,D,96,0.135416666666667,0.13178553,-88.9
116,house,S000248,Serrano,NY,15,D,73,0.0547945205479452,0.03021967,-88.9
0,house,S000250,Sessions,TX,32,Republican,94,0.978723404255319,0.65303497,-1.9
115,house,S000250,Sessions,TX,32,R,94,0.978723404255319,0.65303497,-1.9
0,house,S000344,Sherman,CA,30,Democrat,177,0.124293785310734,0.124421,-43.4
115,house,S000344,Sherman,CA,30,D,94,0.202127659574468,0.19663296,-43.4
116,house,S000344,Sherman,CA,30,D,83,0.036144578313253,0.04263877,-43.4
0,house,S000364,Shimkus,IL,15,Republican,169,0.970414201183432,0.95480491,46.2
115,house,S000364,Shimkus,IL,15,R,94,0.98936170212766,0.94952091,46.2
116,house,S000364,Shimkus,IL,15,R,75,0.946666666666667,0.96142753,46.2
0,house,S000480,Slaughter,NY,25,Democrat,60,0.166666666666667,0.31549983,-16.4
115,house,S000480,Slaughter,NY,25,D,60,0.166666666666667,0.31549983,-16.4
0,house,S000510,Smith,WA,9,Democrat,173,0.0982658959537572,0.11753046,-47.2
115,house,S000510,Smith,WA,9,D,90,0.144444444444444,0.18790024,-47.2
116,house,S000510,Smith,WA,9,D,83,0.0481927710843374,0.04122587,-47.2
0,house,S000522,Smith,NJ,4,Republican,178,0.668539325842697,0.84934252,14.8
115,house,S000522,Smith,NJ,4,R,95,0.8,0.89691562,14.8
116,house,S000522,Smith,NJ,4,R,83,0.518072289156627,0.79489139,14.8
0,house,S000583,Smith,TX,21,Republican,94,0.968085106382979,0.85564771,10
115,house,S000583,Smith,TX,21,R,94,0.968085106382979,0.85564771,10
0,house,S001145,Schakowsky,IL,9,Democrat,180,0.0777777777777778,0.1200744,-45.2
115,house,S001145,Schakowsky,IL,9,D,96,0.114583333333333,0.18887192,-45.2
116,house,S001145,Schakowsky,IL,9,D,84,0.0357142857142857,0.04144866,-45.2
0,house,S001148,Simpson,ID,2,Republican,172,0.959302325581395,0.93153557,24.7
115,house,S001148,Simpson,ID,2,R,91,0.989010989010989,0.93692801,24.7
116,house,S001148,Simpson,ID,2,R,81,0.925925925925926,0.9254774,24.7
0,house,S001150,Schiff,CA,28,Democrat,180,0.144444444444444,0.11395479,-49.8
115,house,S001150,Schiff,CA,28,D,96,0.229166666666667,0.17877994,-49.8
116,house,S001150,Schiff,CA,28,D,84,0.0476190476190476,0.0398689,-49.8
0,house,S001154,Shuster,PA,9,Republican,94,0.98936170212766,0.94975351,42.5
115,house,S001154,Shuster,PA,9,R,94,0.98936170212766,0.94975351,42.5
0,house,S001156,Sánchez,CA,38,Democrat,173,0.109826589595376,0.12779839,-39.6
115,house,S001156,Sánchez,CA,38,D,93,0.161290322580645,0.19824125,-39.6
116,house,S001156,Sánchez,CA,38,D,80,0.05,0.04590858,-39.6
0,house,S001157,Scott,GA,13,Democrat,171,0.16374269005848,0.11907438,-44.4
115,house,S001157,Scott,GA,13,D,89,0.280898876404494,0.18938171,-44.4
116,house,S001157,Scott,GA,13,D,82,0.0365853658536585,0.0427652,-44.4
0,house,S001165,Sires,NJ,8,Democrat,173,0.15028901734104,0.11331126,-54.2
115,house,S001165,Sires,NJ,8,D,92,0.239130434782609,0.17790997,-54.2
116,house,S001165,Sires,NJ,8,D,81,0.0493827160493827,0.03993988,-54.2
0,house,S001168,Sarbanes,MD,3,Democrat,179,0.122905027932961,0.15078782,-30.5
115,house,S001168,Sarbanes,MD,3,D,95,0.189473684210526,0.24090939,-30.5
116,house,S001168,Sarbanes,MD,3,D,84,0.0476190476190476,0.04886462,-30.5
0,house,S001170,Shea-Porter,NH,1,Democrat,90,0.233333333333333,0.71711245,1.6
115,house,S001170,Shea-Porter,NH,1,D,90,0.233333333333333,0.71711245,1.6
0,house,S001172,Smith,NE,3,Republican,177,0.943502824858757,0.95700115,54.9
115,house,S001172,Smith,NE,3,R,95,0.947368421052632,0.94840459,54.9
116,house,S001172,Smith,NE,3,R,82,0.939024390243902,0.96696058,54.9
0,house,S001175,Speier,CA,14,Democrat,164,0.121951219512195,0.10673739,-58.7
115,house,S001175,Speier,CA,14,D,86,0.209302325581395,0.17871072,-58.7
116,house,S001175,Speier,CA,14,D,78,0.0256410256410256,0.02738219,-58.7
0,house,S001176,Scalise,LA,1,Republican,159,0.987421383647799,0.96220864,42
115,house,S001176,Scalise,LA,1,R,75,1,0.96216352,42
116,house,S001176,Scalise,LA,1,R,84,0.976190476190476,0.96224892,42
0,house,S001180,Schrader,OR,5,Democrat,179,0.212290502793296,0.39441982,-4.2
115,house,S001180,Schrader,OR,5,D,95,0.326315789473684,0.60663956,-4.2
116,house,S001180,Schrader,OR,5,D,84,0.0833333333333333,0.1544094,-4.2
0,house,S001183,Schweikert,AZ,6,Republican,180,0.911111111111111,0.75452475,10
115,house,S001183,Schweikert,AZ,6,R,96,0.895833333333333,0.85428917,10
116,house,S001183,Schweikert,AZ,6,R,84,0.928571428571429,0.64050828,10
0,house,S001185,Sewell,AL,7,Democrat,175,0.177142857142857,0.12563136,-41.2
115,house,S001185,Sewell,AL,7,D,93,0.290322580645161,0.19754154,-41.2
116,house,S001185,Sewell,AL,7,D,82,0.0487804878048781,0.0440747,-41.2
0,house,S001187,Stivers,OH,15,Republican,169,0.946745562130177,0.85713827,15.4
115,house,S001187,Stivers,OH,15,R,91,0.989010989010989,0.9003995,15.4
116,house,S001187,Stivers,OH,15,R,78,0.897435897435897,0.80666683,15.4
0,house,S001189,Scott,GA,8,Republican,176,0.960227272727273,0.94299837,28.9
115,house,S001189,Scott,GA,8,R,96,0.989583333333333,0.94529712,28.9
116,house,S001189,Scott,GA,8,R,80,0.925,0.94023988,28.9
0,house,S001190,Schneider,IL,10,Democrat,178,0.230337078651685,0.15501249,-29.4
115,house,S001190,Schneider,IL,10,D,94,0.393617021276596,0.24913421,-29.4
116,house,S001190,Schneider,IL,10,D,84,0.0476190476190476,0.04968581,-29.4
115,house,S001191,Sinema,AZ,9,D,91,0.626373626373626,0.36384563,-16.3
0,house,S001192,Stewart,UT,2,Republican,175,0.954285714285714,0.8365321,14
115,house,S001192,Stewart,UT,2,R,92,0.945652173913043,0.88999112,14
116,house,S001192,Stewart,UT,2,R,83,0.963855421686747,0.77727633,14
0,house,S001193,Swalwell,CA,15,Democrat,168,0.148809523809524,0.12129989,-45.7
115,house,S001193,Swalwell,CA,15,D,93,0.236559139784946,0.18189683,-45.7
116,house,S001193,Swalwell,CA,15,D,75,0.04,0.04615968,-45.7
0,house,S001195,Smith,MO,8,Republican,177,0.943502824858757,0.95709545,54.4
115,house,S001195,Smith,MO,8,R,93,0.913978494623656,0.94759591,54.4
116,house,S001195,Smith,MO,8,R,84,0.976190476190476,0.96761279,54.4
0,house,S001196,Stefanik,NY,21,Republican,180,0.783333333333333,0.83562098,13.9
115,house,S001196,Stefanik,NY,21,R,96,0.895833333333333,0.89100666,13.9
116,house,S001196,Stefanik,NY,21,R,84,0.654761904761905,0.77232307,13.9
0,house,S001199,Smucker,PA,11,Republican,175,0.954285714285714,0.86515752,25.8
115,house,S001199,Smucker,PA,16,R,96,0.958333333333333,0.81333017,6.8
116,house,S001199,Smucker,PA,11,R,79,0.949367088607595,0.9281376,25.8
0,house,S001200,Soto,FL,9,Democrat,179,0.145251396648045,0.26752543,-12.9
115,house,S001200,Soto,FL,9,D,96,0.229166666666667,0.4296077,-12.9
116,house,S001200,Soto,FL,9,D,83,0.0481927710843374,0.08005678,-12.9
0,house,S001201,Suozzi,NY,3,Democrat,177,0.203389830508475,0.35470358,-6.1
115,house,S001201,Suozzi,NY,3,D,93,0.344086021505376,0.55953314,-6.1
116,house,S001201,Suozzi,NY,3,D,84,0.0476190476190476,0.127928,-6.1
0,house,S001205,Scanlon,PA,5,Democrat,87,0.0574712643678161,0.07545865,-28.2
115,house,S001205,Scanlon,PA,7,D,3,0.666666666666667,0.76999532,-2.3
116,house,S001205,Scanlon,PA,5,D,84,0.0357142857142857,0.05065377,-28.2
0,house,S001206,Shalala,FL,27,Democrat,84,0.0476190476190476,0.06112945,-19.6
116,house,S001206,Shalala,FL,27,D,84,0.0476190476190476,0.06112945,-19.6
0,house,S001207,Sherrill,NJ,11,Democrat,83,0.0481927710843374,0.27552514,0.9
116,house,S001207,Sherrill,NJ,11,D,83,0.0481927710843374,0.27552514,0.9
0,house,S001208,Slotkin,MI,8,Democrat,84,0.0476190476190476,0.50206681,6.7
116,house,S001208,Slotkin,MI,8,D,84,0.0476190476190476,0.50206681,6.7
0,house,S001209,Spanberger,VA,7,Democrat,84,0.0714285714285714,0.49340726,6.5
116,house,S001209,Spanberger,VA,7,D,84,0.0714285714285714,0.49340726,6.5
0,house,S001210,Spano,FL,15,Republican,81,0.925925925925926,0.64156454,10
116,house,S001210,Spano,FL,15,R,81,0.925925925925926,0.64156454,10
0,house,S001211,Stanton,AZ,9,Democrat,84,0.0595238095238095,0.06815664,-16.3
116,house,S001211,Stanton,AZ,9,D,84,0.0595238095238095,0.06815664,-16.3
0,house,S001212,Stauber,MN,8,Republican,84,0.904761904761905,0.81486854,15.6
116,house,S001212,Stauber,MN,8,R,84,0.904761904761905,0.81486854,15.6
0,house,S001213,Steil,WI,1,Republican,83,0.939759036144578,0.65060426,10.3
116,house,S001213,Steil,WI,1,R,83,0.939759036144578,0.65060426,10.3
0,house,S001214,Steube,FL,17,Republican,82,0.963414634146341,0.93652752,27.2
116,house,S001214,Steube,FL,17,R,82,0.963414634146341,0.93652752,27.2
0,house,S001215,Stevens,MI,11,Democrat,84,0.0476190476190476,0.40417445,4.4
116,house,S001215,Stevens,MI,11,D,84,0.0476190476190476,0.40417445,4.4
0,house,S001216,Schrier,WA,8,Democrat,83,0.0481927710843374,0.17663404,-3
116,house,S001216,Schrier,WA,8,D,83,0.0481927710843374,0.17663404,-3
0,house,T000165,Tiffany,WI,7,Republican,10,0.9,0.90155906,20.5
116,house,T000165,Tiffany,WI,7,R,10,0.9,0.90155906,20.5
0,house,T000193,Thompson,MS,2,Democrat,171,0.116959064327485,0.16043703,-28.5
115,house,T000193,Thompson,MS,2,D,91,0.175824175824176,0.25495464,-28.5
116,house,T000193,Thompson,MS,2,D,80,0.05,0.05292325,-28.5
0,house,T000238,Thornberry,TX,13,Republican,177,0.966101694915254,0.95668863,63
115,house,T000238,Thornberry,TX,13,R,96,0.979166666666667,0.94690775,63
116,house,T000238,Thornberry,TX,13,R,81,0.950617283950617,0.96828079,63
0,house,T000460,Thompson,CA,5,Democrat,176,0.136363636363636,0.11722447,-44.9
115,house,T000460,Thompson,CA,5,D,93,0.225806451612903,0.18430643,-44.9
116,house,T000460,Thompson,CA,5,D,83,0.036144578313253,0.04206034,-44.9
0,house,T000462,Tiberi,OH,12,Republican,58,0.982758620689655,0.86721055,11.3
115,house,T000462,Tiberi,OH,12,R,58,0.982758620689655,0.86721055,11.3
0,house,T000463,Turner,OH,10,Republican,179,0.94413407821229,0.68533755,7.3
115,house,T000463,Turner,OH,10,R,96,0.958333333333333,0.82040669,7.3
116,house,T000463,Turner,OH,10,R,83,0.927710843373494,0.52911301,7.3
0,house,T000465,Tsongas,MA,3,Democrat,88,0.193181818181818,0.27662097,-22.8
115,house,T000465,Tsongas,MA,3,D,88,0.193181818181818,0.27662097,-22.8
0,house,T000467,Thompson,PA,15,Republican,178,0.97752808988764,0.95301766,43.3
115,house,T000467,Thompson,PA,5,R,96,0.989583333333333,0.94518355,28.8
116,house,T000467,Thompson,PA,15,R,82,0.963414634146341,0.96218929,43.3
0,house,T000468,Titus,NV,1,Democrat,175,0.0971428571428571,0.14878649,-29
115,house,T000468,Titus,NV,1,D,92,0.152173913043478,0.23736595,-29
116,house,T000468,Titus,NV,1,D,83,0.036144578313253,0.05060203,-29
0,house,T000469,Tonko,NY,20,Democrat,177,0.135593220338983,0.25884753,-13.5
115,house,T000469,Tonko,NY,20,D,93,0.225806451612903,0.4232879,-13.5
116,house,T000469,Tonko,NY,20,D,84,0.0357142857142857,0.07678855,-13.5
0,house,T000470,Tipton,CO,3,Republican,178,0.949438202247191,0.79887471,12
115,house,T000470,Tipton,CO,3,R,94,0.957446808510638,0.87486637,12
116,house,T000470,Tipton,CO,3,R,84,0.94047619047619,0.71383643,12
0,house,T000472,Takano,CA,41,Democrat,177,0.11864406779661,0.16134814,-27.9
115,house,T000472,Takano,CA,41,D,94,0.180851063829787,0.25832221,-27.9
116,house,T000472,Takano,CA,41,D,83,0.0481927710843374,0.05152209,-27.9
0,house,T000474,Torres,CA,35,Democrat,177,0.15819209039548,0.12866183,-40.8
115,house,T000474,Torres,CA,35,D,94,0.265957446808511,0.20366703,-40.8
116,house,T000474,Torres,CA,35,D,83,0.036144578313253,0.04371619,-40.8
0,house,T000475,Trott,MI,11,Republican,90,0.988888888888889,0.77224179,4.4
115,house,T000475,Trott,MI,11,R,90,0.988888888888889,0.77224179,4.4
0,house,T000477,Taylor,VA,2,Republican,93,0.978494623655914,0.75902563,3.4
115,house,T000477,Taylor,VA,2,R,93,0.978494623655914,0.75902563,3.4
0,house,T000478,Tenney,NY,22,Republican,96,0.96875,0.90237522,15.5
115,house,T000478,Tenney,NY,22,R,96,0.96875,0.90237522,15.5
0,house,T000479,Taylor,TX,3,Republican,84,0.952380952380952,0.78049612,14.2
116,house,T000479,Taylor,TX,3,R,84,0.952380952380952,0.78049612,14.2
0,house,T000480,Timmons,SC,4,Republican,73,0.945205479452055,0.93679753,25.7
116,house,T000480,Timmons,SC,4,R,73,0.945205479452055,0.93679753,25.7
0,house,T000481,Tlaib,MI,13,Democrat,84,0.0952380952380952,0.03683024,-60.7
116,house,T000481,Tlaib,MI,13,D,84,0.0952380952380952,0.03683024,-60.7
0,house,T000482,Trahan,MA,3,Democrat,84,0.0357142857142857,0.05628638,-22.8
116,house,T000482,Trahan,MA,3,D,84,0.0357142857142857,0.05628638,-22.8
0,house,T000483,Trone,MD,6,Democrat,84,0.0476190476190476,0.07147385,-15.1
